,make,model,year,style,distance,engine_capacity,fuel_type,transmission,price
491,60,492,2018.0,4,95000.0,900.0,4,1,10500.0
492,37,650,2011.0,3,169000.0,2200.0,0,0,13990.0
493,8,76,2012.0,10,200000.0,2000.0,4,0,11500.0
494,43,531,2014.0,10,60000.0,2000.0,3,0,9900.0
495,82,212,2009.0,6,276555.0,1595.0,4,1,9500.0
496,61,143,2005.0,11,227000.0,1600.0,3,1,4650.0
497,58,539,2003.0,3,230000.0,1800.0,3,0,4900.0
498,82,375,1993.0,4,100.0,1800.0,4,1,1600.0
499,43,229,2010.0,11,150000.0,1400.0,4,1,6000.0
500,66,383,2004.0,11,139000.0,1500.0,0,1,3700.0
501,55,178,2012.0,10,206000.0,2200.0,0,1,14399.0
502,8,76,2001.0,10,2345678.0,2500.0,0,0,6300.0
503,37,395,1999.0,6,1.0,2500.0,0,1,2900.0
504,55,468,2013.0,9,77000.0,2500.0,0,0,27900.0
506,55,197,2017.0,10,40000.0,2000.0,4,0,16999.0
507,60,593,2016.0,3,185000.0,1500.0,0,1,13000.0
508,82,375,2015.0,4,157000.0,1400.0,5,0,13500.0
509,6,111,2011.0,11,1234.0,2000.0,4,0,9500.0
510,66,218,2013.0,9,145000.0,1200.0,4,0,8800.0
511,79,145,2013.0,11,177800.0,1400.0,0,1,8500.0
512,62,95,2006.0,6,247000.0,2200.0,0,1,2200.0
515,58,540,2004.0,8,300000.0,2500.0,0,1,8000.0
516,79,572,2017.0,10,95000.0,1800.0,5,0,17999.0
517,75,413,2000.0,10,222530.0,1600.0,4,1,3800.0
518,82,545,2005.0,10,270000.0,2000.0,4,1,5700.0
519,27,337,2012.0,11,167000.0,1000.0,4,1,4999.0
520,55,178,1995.0,10,345000.0,1800.0,3,0,2200.0
521,82,558,2014.0,4,212600.0,1400.0,0,1,6850.0
522,60,593,2013.0,3,140000.0,1500.0,0,1,8500.0
523,61,416,2015.0,4,220000.0,2000.0,4,0,9990.0
524,55,768,2012.0,5,237000.0,2200.0,0,1,10490.0
525,66,244,2016.0,11,153000.0,1500.0,0,0,9200.0
526,57,254,2004.0,2,320000.0,1400.0,0,1,3800.0
527,61,249,2012.0,6,188000.0,2000.0,0,1,4500.0
528,19,648,2015.0,4,215000.0,1500.0,0,1,4850.0
529,27,367,2006.0,6,218400.0,2000.0,0,1,7000.0
530,66,489,2005.0,11,256983.0,1500.0,0,1,3150.0
531,82,136,2011.0,9,213548.0,2000.0,0,1,17250.0
534,37,742,2017.0,9,130212.0,2000.0,0,0,17499.0
535,19,288,2014.0,3,148000.0,1500.0,0,1,7900.0
536,19,286,2013.0,6,180000.0,1500.0,0,1,3000.0
537,8,783,2014.0,3,107000.0,2998.0,0,0,37900.0
538,76,629,2017.0,3,30100.0,1400.0,4,0,15500.0
539,48,204,2012.0,4,230000.0,1800.0,4,0,10299.0
540,82,545,2004.0,10,1.0,1900.0,0,1,4350.0
541,27,367,2001.0,6,280000.0,1900.0,0,1,1900.0
543,82,558,2010.0,4,74000.0,1400.0,4,0,6500.0
544,72,328,2007.0,11,170000.0,1200.0,4,1,3450.0
546,66,655,2012.0,6,180000.0,110.0,0,1,6500.0
547,6,92,1994.0,10,266000.0,2000.0,4,1,1700.0
548,82,545,2016.0,10,1360.0,1800.0,4,0,11000.0
549,55,289,2000.0,10,222.0,2200.0,0,0,1500.0
552,82,375,2019.0,4,4000.0,1399.0,4,0,15000.0
553,82,728,2005.0,5,400000.0,1900.0,0,1,4500.0
558,66,489,2012.0,4,1.0,1500.0,0,0,6999.0
559,8,76,2018.0,10,28942.0,2000.0,4,0,27999.0
561,27,319,2015.0,7,112000.0,4950.0,4,0,24500.0
562,55,356,2016.0,9,95000.0,1991.0,4,0,37000.0
563,82,375,2005.0,11,278000.0,1400.0,4,1,2850.0
564,8,51,1994.0,10,550000.0,1800.0,4,1,3000.0
565,19,648,2010.0,11,173000.0,1200.0,4,1,3200.0
566,82,737,2002.0,6,270000.0,2500.0,0,1,3990.0
567,79,145,2010.0,4,190000.0,1800.0,2,0,8500.0
568,82,723,2019.0,10,33000.0,2000.0,4,0,18900.0
569,13,205,2015.0,10,88000.0,2000.0,4,0,16950.0
570,62,22,2013.0,6,174600.0,1400.0,4,1,5650.0
571,43,553,2008.0,4,130000.0,1200.0,4,0,4700.0
572,82,558,1996.0,10,250000.0,1400.0,4,1,1299.0
573,66,448,2008.0,4,180000.0,1500.0,0,1,4900.0
574,19,462,2009.0,5,264714.0,1400.0,3,1,3700.0
575,27,350,2015.0,10,125000.0,2000.0,4,0,12499.0
576,72,613,2015.0,10,196231.0,1400.0,0,1,7650.0
577,82,375,1995.0,4,11111.0,1600.0,4,1,800.0
578,19,461,2005.0,10,125488.0,1400.0,3,1,2200.0
579,72,703,2018.0,10,72000.0,2000.0,4,0,26500.0
580,66,489,2011.0,11,242337.0,1500.0,0,1,5650.0
581,60,593,2015.0,9,0.0,1200.0,4,1,9700.0
582,61,143,2017.0,11,0.0,1300.0,0,1,8800.0
583,67,72,2002.0,10,296852.0,1600.0,3,1,2500.0
584,61,416,2015.0,10,76500.0,1600.0,4,0,12999.0
585,79,258,2007.0,6,169000.0,2200.0,0,1,4300.0
586,58,535,2018.0,3,111500.0,2000.0,5,0,19900.0
587,72,524,2005.0,11,180000.0,2000.0,4,1,5300.0
592,83,637,2010.0,10,178000.0,1999.0,4,0,9490.0
598,6,111,2010.0,10,0.0,2000.0,0,1,7200.0
599,79,614,2011.0,9,0.0,2000.0,4,0,9300.0
600,66,383,2016.0,6,170000.0,1500.0,0,0,10500.0
601,81,30,1997.0,10,240.0,1500.0,4,1,690.0
602,55,106,2001.0,4,287141.0,1400.0,4,1,2099.0
603,60,702,1987.0,11,256987.0,1700.0,0,1,650.0
604,35,201,2010.0,9,0.0,2000.0,4,0,7100.0
605,55,289,2014.0,10,406000.0,2000.0,3,0,15300.0
606,8,76,2018.0,10,0.0,2000.0,0,0,25500.0
607,55,360,2013.0,3,182000.0,2200.0,0,0,16999.0
608,48,204,2011.0,4,167000.0,1800.0,2,0,10250.0
609,61,143,2015.0,11,162000.0,1400.0,4,1,7200.0
610,55,289,2002.0,10,257000.0,2200.0,0,0,4700.0
611,66,489,2016.0,11,83872.0,1500.0,0,0,7950.0
612,82,212,2011.0,6,181000.0,1600.0,0,1,10800.0
613,64,225,2005.0,9,260000.0,4500.0,4,0,7600.0
614,8,76,2011.0,10,210710.0,200.0,0,0,16450.0
615,55,106,2010.0,4,178000.0,1500.0,4,1,5400.0
616,62,70,2006.0,10,111111.0,2000.0,4,1,3100.0
617,27,337,2016.0,11,190000.0,1500.0,0,1,7500.0
620,83,637,2011.0,10,182431.0,1596.0,4,0,10500.0
621,55,178,2009.0,10,160000.0,1600.0,3,0,7900.0
622,79,145,2012.0,4,0.0,1400.0,0,1,6200.0
623,48,306,2012.0,10,79118.0,2400.0,2,0,16100.0
624,6,112,2010.0,2,178545.0,2000.0,4,1,9799.0
625,8,51,2018.0,10,45000.0,2000.0,5,0,19500.0
626,66,430,2016.0,3,136000.0,1500.0,0,0,12500.0
627,72,703,2015.0,11,195000.0,2000.0,0,0,15300.0
628,72,703,2014.0,10,181000.0,2000.0,0,0,14800.0
629,79,150,2013.0,10,72000.0,1987.0,4,0,14000.0
630,55,768,2008.0,5,266000.0,2200.0,0,1,8490.0
631,16,447,2005.0,4,224000.0,1600.0,4,1,2550.0
632,82,173,2001.0,10,290000.0,1600.0,4,1,2990.0
633,35,201,2014.0,3,169200.0,2200.0,0,1,17250.0
634,37,650,2006.0,3,278000.0,2200.0,0,1,7850.0
635,72,328,2011.0,11,162000.0,1200.0,0,1,4950.0
636,35,240,2008.0,10,170000.0,1330.0,2,0,5750.0
637,55,106,2000.0,4,230000.0,1600.0,4,0,2199.0
638,8,51,2006.0,10,210000.0,3000.0,0,1,2500.0
639,61,143,2012.0,11,189000.0,1300.0,0,1,6000.0
640,79,145,2015.0,11,104000.0,1800.0,2,0,10000.0
641,79,570,2008.0,4,259000.0,1500.0,2,0,6000.0
642,53,87,2001.0,4,270000.0,1800.0,4,1,2700.0
643,72,613,2017.0,11,92500.0,1400.0,0,1,7700.0
644,61,807,2006.0,6,186713.0,1800.0,4,1,5200.0
645,61,807,2006.0,6,60000.0,1800.0,3,0,4900.0
646,8,51,2008.0,10,212000.0,2000.0,4,1,6690.0
647,37,370,2007.0,4,175000.0,1500.0,0,1,3900.0
648,72,703,2015.0,10,196000.0,2000.0,0,0,15690.0
649,19,460,2012.0,11,179000.0,1500.0,0,1,6900.0
650,82,545,2012.0,10,183000.0,1400.0,3,0,10200.0
651,8,76,2006.0,10,243000.0,2500.0,4,0,7990.0
652,66,383,2015.0,11,162000.0,1500.0,0,0,8790.0
653,72,524,2016.0,4,200000.0,1400.0,4,1,9000.0
654,64,225,2016.0,9,155000.0,3000.0,5,0,48000.0
655,16,153,2011.0,11,72000.0,1400.0,4,1,5500.0
656,66,245,2002.0,10,270000.0,1400.0,3,1,2450.0
657,82,545,2006.0,10,0.0,2000.0,0,1,4400.0
658,55,289,2005.0,10,0.0,2200.0,0,1,5200.0
659,82,212,2012.0,6,250000.0,1600.0,0,1,7000.0
660,79,150,2008.0,10,178000.0,2000.0,4,1,7190.0
662,60,593,2016.0,3,199000.0,1500.0,0,1,14400.0
663,35,240,2011.0,10,188000.0,1300.0,2,0,6700.0
664,6,111,2010.0,10,158000.0,2000.0,4,0,9990.0
665,82,545,2009.0,11,283000.0,1400.0,3,1,5990.0
666,18,275,2014.0,4,161000.0,2000.0,2,0,11700.0
667,82,723,2009.0,3,112000.0,2000.0,4,0,8999.0
668,8,76,2008.0,10,191000.0,3000.0,4,0,8490.0
669,60,593,2017.0,3,133000.0,1500.0,0,1,13500.0
670,71,131,2004.0,4,197000.0,1900.0,0,1,6800.0
671,66,430,2018.0,3,178000.0,1500.0,0,0,14400.0
672,66,430,2015.0,3,172000.0,1500.0,0,0,12499.0
673,72,328,2011.0,11,181000.0,1200.0,0,1,5490.0
674,19,461,2016.0,10,154000.0,1500.0,0,1,5400.0
675,61,143,2005.0,4,224555.0,1400.0,4,1,3499.0
677,60,593,2015.0,3,143000.0,1500.0,0,1,13300.0
678,55,289,2004.0,10,251995.0,2200.0,0,0,6999.0
679,8,781,2006.0,3,267000.0,2000.0,0,1,7350.0
680,66,489,2013.0,11,191000.0,1500.0,0,0,6500.0
681,71,410,2012.0,11,178000.0,1200.0,0,1,5490.0
682,27,441,2018.0,3,175000.0,1500.0,0,0,14900.0
683,61,143,2006.0,11,208555.0,1900.0,0,1,5099.0
684,55,289,2014.0,10,176000.0,2200.0,2,0,19800.0
685,82,421,2013.0,10,177000.0,1400.0,2,0,9490.0
686,81,39,2010.0,4,181000.0,1600.0,4,1,1950.0
687,82,375,2009.0,11,269000.0,1400.0,4,0,5990.0
688,19,460,2013.0,11,160000.0,1500.0,0,1,6400.0
689,72,524,2012.0,4,215000.0,1400.0,4,1,7990.0
690,75,340,2010.0,9,146000.0,1994.0,4,0,9800.0
692,66,489,2014.0,11,195000.0,1500.0,0,1,6750.0
695,82,212,2013.0,6,247000.0,1600.0,0,1,7500.0
696,60,593,2015.0,9,250000.0,1460.0,0,1,11400.0
697,6,113,2014.0,10,0.0,2000.0,0,0,13400.0
698,60,513,2019.0,7,20.0,2500.0,0,1,28900.0
699,27,337,2009.0,11,116000.0,1600.0,0,1,5300.0
700,79,450,2012.0,9,0.0,4500.0,0,0,24500.0
701,66,336,2010.0,10,184000.0,1500.0,0,1,5500.0
702,83,749,2006.0,11,200.0,1600.0,0,1,5700.0
703,72,524,2011.0,10,170352.0,1200.0,4,1,6650.0
704,19,462,2014.0,1,130000.0,1495.0,0,1,6299.0
705,82,545,2009.0,11,225000.0,1400.0,4,1,5990.0
706,72,613,2015.0,4,119000.0,1200.0,4,1,5490.0
707,72,328,2012.0,11,157000.0,1200.0,0,1,4990.0
708,79,257,2010.0,10,180000.0,1400.0,0,1,6200.0
709,66,430,2016.0,3,170000.0,1500.0,0,0,13900.0
710,66,489,2012.0,11,172000.0,1500.0,0,1,5900.0
711,19,460,2012.0,6,151000.0,1500.0,0,1,7300.0
712,72,328,2011.0,11,182000.0,1200.0,0,1,5490.0
713,58,535,2015.0,9,160000.0,2000.0,5,0,16500.0
716,66,218,2014.0,4,102000.0,1200.0,4,0,10890.0
717,72,328,2011.0,11,182000.0,1200.0,0,1,4950.0
718,66,489,2012.0,4,171000.0,1500.0,0,1,6450.0
719,37,742,2014.0,9,45000.0,2000.0,4,0,12990.0
720,79,150,2006.0,10,211620.0,1800.0,4,0,5499.0
721,72,328,2010.0,11,173000.0,1200.0,0,1,4990.0
723,61,259,2006.0,4,225000.0,1300.0,0,1,2950.0
725,6,109,2012.0,4,170000.0,1400.0,4,1,7500.0
726,8,76,2008.0,10,185000.0,2000.0,0,0,10990.0
727,60,593,2012.0,3,172000.0,1500.0,0,1,7990.0
728,27,332,2010.0,11,165000.0,1400.0,3,1,4650.0
747,61,807,2008.0,6,193000.0,1600.0,4,1,3850.0
748,18,184,2013.0,4,78000.0,1000.0,4,0,6499.0
755,8,76,2001.0,10,320000.0,2500.0,0,0,5100.0
757,29,133,2004.0,6,206.0,5323.0,4,0,13000.0
763,82,759,1997.0,10,480000.0,1600.0,3,1,1700.0
767,83,789,2013.0,9,218000.0,2400.0,0,0,19999.0
768,82,421,2013.0,10,138000.0,2000.0,3,1,6990.0
769,79,145,2010.0,3,177000.0,1400.0,4,1,6200.0
770,55,199,2006.0,2,164000.0,1800.0,4,0,6990.0
771,79,614,2020.0,3,15000.0,2500.0,2,0,31900.0
772,82,375,2010.0,4,200.0,1400.0,4,1,7800.0
773,55,359,2019.0,2,21400.0,3000.0,4,0,64500.0
774,8,51,2004.0,10,212000.0,1800.0,3,1,3990.0
775,37,820,2011.0,9,160000.0,2000.0,0,0,12800.0
776,58,535,2008.0,9,200000.0,2400.0,4,0,8490.0
777,83,789,2007.0,9,263000.0,3200.0,3,0,10490.0
778,82,375,2011.0,4,100000.0,1400.0,4,0,8750.0
779,61,807,2007.0,6,213000.0,1600.0,3,1,4990.0
780,79,145,2013.0,4,185000.0,1400.0,0,1,8200.0
781,27,308,2015.0,3,93300.0,1998.0,4,0,11599.0
782,82,668,2003.0,6,168000.0,1800.0,4,0,4990.0
783,61,259,2012.0,4,189000.0,1300.0,0,1,5350.0
784,61,416,2009.0,10,165200.0,2000.0,0,1,8500.0
785,79,614,2013.0,9,128400.0,2231.0,0,0,18300.0
786,82,212,2009.0,6,136000.0,1400.0,4,1,6200.0
787,61,143,2008.0,4,191000.0,1300.0,0,0,4700.0
788,55,178,2018.0,10,39000.0,1995.0,0,0,31900.0
789,27,332,2005.0,4,220000.0,1300.0,4,1,2790.0
790,60,593,2008.0,3,179000.0,1500.0,0,1,6600.0
791,79,570,2010.0,4,229000.0,1800.0,2,0,7490.0
792,37,650,2007.0,9,1.0,2700.0,3,0,4500.0
793,55,289,2015.0,4,173000.0,2200.0,2,0,16000.0
794,19,288,2019.0,9,81000.0,1500.0,0,1,13490.0
795,79,145,2014.0,11,170000.0,1364.0,0,1,7700.0
796,19,461,2014.0,10,220000.0,1200.0,3,1,2400.0
797,71,410,2011.0,11,157000.0,1200.0,0,1,4990.0
798,53,74,2010.0,11,173000.0,2000.0,3,0,7500.0
799,27,350,2011.0,4,187000.0,1400.0,4,1,5200.0
800,37,650,2006.0,9,190000.0,2200.0,0,0,8499.0
819,19,461,2010.0,10,224730.0,1200.0,3,1,2850.0
820,66,712,2017.0,11,138000.0,1500.0,0,0,11990.0
822,61,807,2008.0,11,172000.0,1600.0,3,1,5800.0
827,82,375,2014.0,4,82000.0,1200.0,4,1,9690.0
828,71,457,2009.0,4,177444.0,1400.0,4,1,6699.0
829,19,460,2015.0,6,171.0,1500.0,0,1,6800.0
830,82,728,2011.0,6,192000.0,1400.0,3,0,7490.0
831,19,460,2015.0,6,171000.0,1500.0,0,1,6790.0
832,60,593,2011.0,3,170000.0,1500.0,0,1,8500.0
833,82,375,2002.0,4,10101010.0,1900.0,0,1,1950.0
834,79,216,2015.0,10,206333.0,2500.0,2,0,13999.0
835,66,383,2016.0,11,159000.0,1500.0,0,1,8890.0
836,19,460,2013.0,11,173000.0,1500.0,0,1,6900.0
837,18,167,2006.0,1,226940.0,1400.0,3,1,3299.0
838,79,570,2014.0,4,200000.0,1800.0,2,0,9300.0
839,66,489,2014.0,11,133000.0,1500.0,0,1,7700.0
840,19,462,2010.0,11,230000.0,1500.0,0,1,4350.0
842,19,285,2013.0,3,127000.0,1500.0,0,1,7600.0
843,61,249,2010.0,6,25000.0,1300.0,0,1,3490.0
844,58,389,2005.0,6,245258.0,1998.0,0,1,5899.0
845,82,421,2016.0,10,138000.0,1400.0,4,0,9499.0
846,8,783,2005.0,10,777777.0,3000.0,0,0,4500.0
847,66,489,2016.0,11,185000.0,1500.0,0,1,11900.0
848,6,584,2011.0,3,231000.0,3000.0,0,0,26500.0
850,27,337,2015.0,11,207000.0,1500.0,0,0,8400.0
851,60,548,2011.0,9,190000.0,2488.0,0,0,12400.0
852,60,593,2009.0,9,205000.0,1500.0,0,1,6900.0
853,8,76,2014.0,10,130000.0,2000.0,0,0,18800.0
855,19,460,2015.0,11,161000.0,1500.0,0,1,8500.0
856,27,441,2012.0,9,181000.0,2000.0,0,0,13100.0
857,60,593,2011.0,3,233000.0,1500.0,0,1,8350.0
858,58,449,2007.0,10,220000.0,1600.0,4,0,4500.0
859,82,551,2005.0,10,198777.0,3000.0,0,0,9999.0
860,79,150,2014.0,11,169000.0,2200.0,0,0,11999.0
861,66,655,2017.0,11,125450.0,1500.0,0,1,9100.0
862,37,298,2019.0,10,19000.0,1600.0,4,0,14990.0
863,60,594,2011.0,3,170000.0,1500.0,0,1,8600.0
864,8,783,2006.0,9,1.0,3000.0,4,0,10899.0
865,27,332,2009.0,4,172000.0,1400.0,0,1,4899.0
866,61,528,1995.0,10,1549.0,200.0,4,1,1500.0
867,72,524,2013.0,10,145000.0,1200.0,4,1,7999.0
868,61,143,2009.0,11,258000.0,1300.0,0,1,5300.0
902,66,489,2012.0,11,157000.0,1500.0,0,0,6300.0
905,27,183,2018.0,11,148000.0,1500.0,0,0,10990.0
906,83,787,2012.0,3,235000.0,2400.0,0,0,17000.0
907,66,489,2011.0,11,178555.0,1500.0,0,1,6499.0
908,82,545,2016.0,10,147000.0,1400.0,4,0,13490.0
909,19,460,2012.0,11,131000.0,1500.0,0,1,6250.0
910,53,81,2007.0,10,189000.0,1800.0,4,1,4490.0
911,66,430,2016.0,3,125000.0,1500.0,0,0,13500.0
912,82,546,2014.0,10,133000.0,2000.0,4,0,11990.0
913,55,178,2003.0,10,1111111.0,1800.0,4,1,4850.0
914,60,593,2013.0,3,150000.0,1600.0,4,1,8990.0
915,43,684,2006.0,9,206885.0,2500.0,0,0,7950.0
916,60,593,2019.0,3,84700.0,1500.0,0,0,17900.0
917,27,350,2015.0,10,160000.0,2000.0,5,0,10999.0
918,66,655,2013.0,11,191000.0,1500.0,0,1,8450.0
919,66,489,2017.0,11,176000.0,1500.0,0,0,10990.0
920,35,120,2018.0,10,18000.0,2000.0,2,0,19990.0
921,27,729,2016.0,6,177000.0,1600.0,0,1,12990.0
922,55,106,2016.0,4,158000.0,1500.0,0,0,12990.0
923,43,684,2006.0,9,204555.0,2500.0,0,0,7499.0
924,37,683,2016.0,10,54000.0,2000.0,2,0,14990.0
925,66,244,2016.0,11,180000.0,1500.0,0,0,8400.0
926,82,558,2011.0,4,177000.0,1200.0,0,1,5800.0
927,79,570,2013.0,4,109111.0,1800.0,2,0,10199.0
928,55,289,2007.0,10,276850.0,2200.0,0,0,8599.0
929,8,88,2010.0,10,178000.0,4400.0,2,0,15990.0
983,61,249,2014.0,5,155000.0,1400.0,3,1,6990.0
991,82,737,2013.0,11,222000.0,2000.0,0,0,14500.0
996,72,328,2019.0,4,13000.0,999.0,4,1,9999.0
997,79,145,2016.0,4,148000.0,1800.0,2,0,12000.0
999,66,218,2015.0,3,130000.0,1500.0,0,0,9800.0
1002,61,416,2010.0,11,205000.0,2000.0,0,1,8999.0
1003,35,240,2011.0,10,171000.0,1300.0,2,0,7100.0
1005,72,328,2011.0,11,231000.0,1248.0,0,1,5999.0
1006,55,178,2001.0,10,286350.0,2000.0,4,0,4299.0
1007,72,328,2012.0,11,180000.0,1200.0,0,1,4990.0
1011,38,589,2015.0,10,170222.0,2200.0,0,0,15999.0
1012,72,328,2011.0,11,165000.0,1200.0,0,1,5490.0
1013,6,583,2016.0,3,65000.0,2000.0,4,0,19899.0
1014,72,524,2015.0,11,175700.0,2000.0,0,0,14950.0
1015,66,805,2016.0,4,98500.0,0.0,1,0,8300.0
1016,71,126,2012.0,11,171000.0,1400.0,4,1,9550.0
1018,66,383,2013.0,11,212000.0,1500.0,0,1,8500.0
1019,79,145,2007.0,10,220000.0,1400.0,0,1,5200.0
1020,82,545,2014.0,11,199000.0,1600.0,0,1,10999.0
1021,60,593,2011.0,3,162333.0,1500.0,0,1,7990.0
1023,79,150,2016.0,11,162000.0,2000.0,0,1,13999.0
1024,60,425,2012.0,3,118483.0,1598.0,4,0,7500.0
1025,55,289,2020.0,10,12000.0,2000.0,0,0,39899.0
1026,55,468,2013.0,9,199000.0,2200.0,0,0,24899.0
1028,27,350,2015.0,10,169000.0,2000.0,5,0,11999.0
1030,58,535,2007.0,9,232000.0,3000.0,3,0,9200.0
1031,16,153,2011.0,10,140000.0,1399.0,3,1,4499.0
1032,83,751,2008.0,11,1.0,2400.0,0,0,8500.0
1033,47,608,2004.0,9,250000.0,3000.0,0,0,8999.0
1034,79,145,2007.0,4,251000.0,1400.0,0,1,6999.0
1057,6,113,2016.0,10,59000.0,2000.0,4,0,20499.0
1059,8,76,1994.0,10,320000.0,2000.0,4,1,2400.0
1060,55,626,2010.0,10,248000.0,3500.0,2,0,15799.0
1061,60,556,2011.0,4,143000.0,1000.0,4,1,3400.0
1062,72,524,2011.0,10,192000.0,1400.0,4,1,6099.0
1063,82,737,1997.0,6,350000.0,1900.0,0,1,3899.0
1065,37,742,2005.0,3,148000.0,200.0,0,1,7100.0
1066,72,437,2019.0,3,58255.0,2000.0,0,0,24999.0
1067,37,439,2021.0,3,0.0,0.0,1,0,22999.0
1068,55,200,2014.0,2,140000.0,2143.0,0,0,26000.0
1069,66,489,2017.0,10,88600.0,1500.0,0,1,9500.0
1071,61,755,2005.0,11,290000.0,1900.0,0,1,3999.0
1072,79,614,2017.0,3,106000.0,2500.0,2,0,22000.0
1073,8,76,2003.0,11,334000.0,2500.0,0,1,6800.0
1074,47,610,2008.0,9,207000.0,2700.0,0,1,11990.0
1075,71,132,2012.0,5,150000.0,1600.0,0,1,4700.0
1076,8,76,2015.0,10,1234.0,2000.0,0,0,21500.0
1077,64,225,2008.0,3,150000.0,4800.0,4,0,12900.0
1078,66,489,2012.0,11,254000.0,1500.0,0,1,7099.0
1079,19,463,2011.0,6,100000.0,1600.0,4,1,3800.0
1080,35,201,2004.0,9,180000.0,2000.0,4,1,7200.0
1081,82,545,2004.0,10,214000.0,1800.0,3,0,3700.0
1082,55,289,2004.0,10,343150.0,3222.0,0,0,8500.0
1083,19,462,2014.0,11,156800.0,1500.0,0,1,5650.0
1084,6,113,2020.0,10,35000.0,1968.0,0,0,39500.0
1085,19,461,2009.0,11,224000.0,1500.0,0,1,3799.0
1086,82,558,2011.0,4,200.0,1200.0,0,1,5200.0
1087,82,421,2006.0,10,190000.0,1600.0,4,1,4699.0
1088,55,289,2008.0,10,22.0,2200.0,0,0,7990.0
1089,37,370,2006.0,4,1.0,1400.0,4,1,2190.0
1090,79,570,2007.0,4,167000.0,1500.0,4,0,6500.0
1091,79,574,2012.0,6,150000.0,1800.0,2,0,9699.0
1092,8,783,2006.0,3,123129.0,3000.0,4,0,14000.0
1093,66,383,2011.0,11,239000.0,1500.0,0,0,6900.0
1094,60,593,2013.0,3,220000.0,1500.0,0,1,8800.0
1095,6,113,2009.0,10,270000.0,2000.0,4,1,9200.0
1096,55,290,1995.0,2,300.0,1998.0,4,1,2250.0
1097,66,655,2012.0,5,219.0,1500.0,0,1,6150.0
1099,27,332,2010.0,4,241828.0,1400.0,0,1,4800.0
1133,79,145,2011.0,4,176200.0,1400.0,0,1,7599.0
1134,66,218,2015.0,11,198000.0,1500.0,0,0,10950.0
1135,82,212,2010.0,6,0.0,1600.0,0,1,6490.0
1136,66,489,2006.0,0,180000.0,1500.0,0,1,4500.0
1137,66,489,2010.0,10,220100.0,1500.0,0,1,5000.0
1138,79,258,2006.0,6,300000.0,1800.0,4,1,6000.0
1139,58,535,2013.0,9,222369.0,2000.0,5,0,13400.0
1140,8,63,2015.0,10,80000.0,2000.0,4,0,19999.0
1141,19,461,2009.0,6,3.0,1600.0,3,1,5499.0
1142,43,619,2006.0,4,290000.0,1500.0,0,1,3200.0
1143,8,51,2000.0,10,200000.0,2000.0,0,1,3500.0
1144,55,289,2017.0,10,50000.0,2000.0,4,0,29900.0
1145,79,258,2007.0,11,302718.0,2231.0,0,1,7000.0
1146,82,545,2015.0,11,115000.0,1400.0,4,0,11200.0
1147,82,545,2015.0,10,106000.0,2000.0,0,0,13799.0
1148,76,384,2006.0,3,215800.0,2000.0,4,0,7200.0
1149,82,212,2012.0,6,186000.0,1600.0,0,1,6200.0
1150,82,558,2010.0,4,171.0,1400.0,4,0,7500.0
1153,53,210,2007.0,9,173451.0,2300.0,3,0,6750.0
1155,6,111,2012.0,11,186400.0,1799.0,4,1,9499.0
1156,72,525,2017.0,11,137000.0,1400.0,3,0,12950.0
1157,55,768,2015.0,5,216000.0,2200.0,0,0,20000.0
1158,72,703,2016.0,10,105000.0,2000.0,0,0,23500.0
1159,8,76,2004.0,10,218569.0,3000.0,0,1,13300.0
1160,72,524,2018.0,10,157000.0,1600.0,0,0,15800.0
1161,55,468,2005.0,9,195400.0,2700.0,0,0,4500.0
1162,82,551,2005.0,10,193000.0,3000.0,0,0,9499.0
1163,8,51,2000.0,11,300000.0,2000.0,4,0,4500.0
1164,82,375,2011.0,4,155849.0,1400.0,4,0,7850.0
1165,55,768,2010.0,6,220000.0,2200.0,0,0,10999.0
1166,82,421,2013.0,10,175000.0,1400.0,2,0,9390.0
1167,53,15,2005.0,4,109131.0,1388.0,4,0,4300.0
1169,55,289,2006.0,10,400000.0,2200.0,0,1,8200.0
1170,60,593,2016.0,3,175000.0,1500.0,0,1,12999.0
1171,79,570,2015.0,4,165000.0,1800.0,2,0,10200.0
1172,8,76,2000.0,10,227000.0,2000.0,4,1,5490.0
1173,8,76,2005.0,10,256105.0,2500.0,3,0,7599.0
1174,16,770,2012.0,4,140000.0,1400.0,5,0,8299.0
1176,35,201,2004.0,3,225000.0,2000.0,3,0,6800.0
1180,48,605,2010.0,3,241000.0,3500.0,2,0,19999.0
1194,62,70,2004.0,10,0.0,1997.0,0,1,3800.0
1196,66,383,2015.0,11,177000.0,1500.0,0,0,8900.0
1197,47,610,2013.0,9,215000.0,3000.0,4,0,39000.0
1198,82,421,2013.0,10,119000.0,1400.0,4,0,8500.0
1199,66,655,2013.0,4,124000.0,1500.0,0,1,8490.0
1200,72,625,2008.0,11,229000.0,1400.0,3,1,3999.0
1201,62,22,2009.0,4,175000.0,1400.0,4,0,5200.0
1203,8,51,2012.0,10,223000.0,2000.0,0,1,13500.0
1204,79,451,2014.0,11,102000.0,2700.0,3,0,24900.0
1206,79,257,2006.0,4,176850.0,1600.0,3,1,4499.0
1207,82,545,2017.0,10,120000.0,1800.0,4,0,12900.0
1208,72,524,2017.0,11,123600.0,1400.0,3,0,12350.0
1209,60,455,2012.0,4,172860.0,0.0,1,0,5750.0
1210,72,437,2018.0,3,25000.0,2000.0,4,0,27999.0
